10:R:0.0152296952834:15.7423759285
5:R:0.124626632493:5.79793975566
3:R:0.124389415656:5.8897025331
9:R:0.124573861876:11.7971654263
0:R:0.000789417721332:0.137890260587
2:R:0.124522593119:-0.353241119833
4:R:0.12440992207:-0.439382742417
15:R:0.125013505644:7.92246567636
7:R:0.124798636367:-0.608243218073
8:R:0.124837874589:68.4240474533
1:R:0.124433953571:12.2541521155
16:R:0.0291148486421:-9.20222763068
12:R:0.0136788358518:9.2040201159
14:R:0.125023467343:-32.7595264329
11:R:0.124906990257:-0.957802931484
6:R:0.125010274858:5.73979696894
17:R:0.125101156949:-11.304600966
13:R:0.12502094028:5.0832297021
10:r:0.117184674153:-0.868603292897
5:r:0.117274811827:-0.513484707937
0:r:0.00415693646149:0.0590946242882
9:r:0.117254401713:2.35524689841
2:r:0.117315359436:-0.371690800486
3:r:0.117191057586:-0.41623097331
7:r:0.117306013596:-0.640145854736
12:r:0.117060926621:-1.05973589662
1:r:0.117226552291:-0.329739702076
15:r:0.117167248545:-1.46882397358
16:r:0.117102528355:-1.6476576901
14:r:0.117267047019:-1.31214736726
4:r:0.117389233793:-0.464352488565
8:r:0.11732017708:-0.71304534239
11:r:0.117267237382:-0.96210542075
17:r:0.117261465782:-1.85215559477
6:r:0.117210277871:-0.573662838361
13:r:0.117163179009:-1.17823083633
20:R:0.124627737879:-5.76054136818
21:R:0.124225798381:0.220649886305
22:R:0.124797571616:-0.126178345197
24:R:0.124851654523:-26.0839859384
19:R:0.124673789517:-11.7674013987
28:R:0.124942760568:-0.0990719088971
25:R:0.124942734681:-32.8496357133
29:R:0.124719041108:5.4341448642
18:R:0.124395870451:-17.8082060492
26:R:0.124831227905:-5.10185346266
30:R:0.0160674454221:-15.181492044
32:R:0.124644217645:5.74018261557
31:R:0.124756059001:0.502413703939
34:R:0.12459959333:0.116643187499
35:R:0.124517820661:-7.64671341695
33:R:0.1242701189:51.6878115955
21:r:0.11698856974:0.245922982688
24:r:0.117123869991:2.18653780121
27:r:0.117050446445:0.594013245859
20:r:0.117181271346:0.547620124016
28:r:0.117194622585:-0.0711260215432
23:r:0.117014407745:-0.490788558445
22:r:0.117115026189:-0.0928656860634
19:r:0.117008460176:-2.32270329703
29:r:0.116953985027:-0.829742784927
18:r:0.117021483463:-5.21797266381
25:r:0.117110183259:1.69132931127
26:r:0.117219610302:1.17543356464
32:r:0.116904768916:-0.549602606402
30:r:0.117026391318:-4.83371554891
31:r:0.116973638771:0.494668635268
35:r:0.116701599411:-1.32915266285
34:r:0.116773020372:0.153668832136
33:r:0.116630949322:1.44036886232
36:R:0.124689819689:0.144539753526
37:R:0.124196531436:1.44664968928
41:R:0.123777407556:-5.16653616553
39:R:0.123673750007:0.250943161556
42:R:0.124009117643:1.0658549774
38:R:0.124725227987:-0.59330755696
40:R:0.124009452824:51.1120848059
44:R:0.12430805268:-0.216063873646
43:R:0.123929139654:0.627467188936
45:R:0.0272466151793:6.08524136369
46:R:0.125954299029:-0.256279921713
47:R:0.127317102089:-5.83465518936
48:R:0.128881317766:0.485442211683
49:R:0.13094223636:-31.6053627738
50:R:0.135556722173:1.43367553557
51:R:0.140920806088:-0.998110518042
52:R:0.147226068645:4.94478394156
53:R:0.158397927656:0.307357557563
36:r:0.116727747672:0.159826561693
41:r:0.115499076121:1.16380234514
37:r:0.116207317601:1.48217096853
40:r:0.1157185686:0.8918532139
39:r:0.115841774388:0.283938650844
42:r:0.115230480837:1.11976195764
38:r:0.116088718459:-0.547056125637
44:r:0.114633087226:-0.149177275553
46:r:0.114419169868:-0.170538426538
47:r:0.114621733923:0.538418112727
48:r:0.114502978148:0.590210523856
45:r:0.114411463356:1.66971267475
50:r:0.115756152193:1.57234263837
51:r:0.117260765251:-0.832535289387
49:r:0.114882774412:-0.0830633914629
52:r:0.118789264187:-1.12699457743
53:r:0.120678868794:0.589910372926
54:R:0.173698015863:0.652660611202
56:R:0.208749521734:-0.160177040616
55:R:0.191099299079:5.79456523465
58:R:0.194616182368:1.03783315451
57:R:0.214653000267:7.71721947599
60:R:0.134417414688:-0.200110902722
62:R:0.116248006476:0.0762221492844
61:R:0.120972155292:-4.77817231225
59:R:0.0195775971877:-11.8637728244
63:R:0.0244167179067:-6.19949253147
54:r:0.125498626341:1.032376886
56:r:0.145598656254:0.659619478492
55:r:0.132475642623:0.0658683781466
58:r:0.297233646058:-0.451165387347
57:r:0.178830418418:-0.484414627627
62:r:0.0819497336263:0.539059761565
60:r:0.26917170957:-0.990577583349
61:r:0.100108725139:-1.9443234273
63:r:0.101036395852:-0.806446258715
59:r:2.68966582398:-0.159432595238
14:R:0.124713610453:5.14639387366
16:R:0.124844697704:8.03581581007
8:R:0.124789456083:-0.625134536175
10:R:0.124596186793:5.51633734584
13:R:0.124746770624:5.25330658913
1:R:0.124433953571:12.2541521155
3:R:0.124418155831:5.89899563314
15:R:0.125178202074:-1.25725085853
11:R:0.124844112161:5.4392868517
12:R:0.124920211191:-0.929095046656
0:R:0.000789417721332:0.137890260587
6:R:0.124707997298:-0.508363386901
7:R:0.125049915354:-0.560392488122
5:R:0.124596708321:-0.462431762716
17:R:0.0151436797299:11.9550193573
2:R:0.124558594481:24.7833643375
4:R:0.124399843981:-0.423030463443
9:R:0.124768408246:5.58588075988
14:r:0.11702038718:-1.11839936833
10:r:0.117240263874:2.35636041623
13:r:0.117123207573:-1.02344907274
16:r:0.117067965138:-1.35366140798
8:r:0.117226278557:-0.65487712358
0:r:0.00415693646149:0.0590946242882
15:r:0.117165707661:-1.23090640506
6:r:0.117124367225:-0.537853894364
11:r:0.11722128401:-0.856025965491
3:r:0.117209513502:-0.404986509332
12:r:0.117287747763:-0.935636726801
7:r:0.117285455746:-0.592986312484
17:r:0.117170695948:-1.49737301456
4:r:0.11733468029:-0.448964028059
2:r:0.11729987493:-0.367088568885
9:r:0.117308788966:-0.717679132913
