3:R:0.000512413463614:-360.148320472
7:R:0.00183901291663:-360.419420532
6:R:0.000829808422838:-361.343856296
4:R:0.000312849158424:-360.955892926
0:R:0.498305084746:-0.0628318530718
5:R:0.000365940218957:-361.361365776
1:R:0.000595988495297:-359.672918601
2:R:0.000836222072368:-360.122110319
7:r:0.00166671291752:-361.419341048
3:r:0.00852863212391:-360.527944646
6:r:0.0011415226946:-359.010004346
4:r:0.00146549970325:-359.63689704
5:r:0.00216265502698:-360.133941563
0:r:1.57222222222:-0.0628318530718
1:r:1.03331910498e-05:-358.062497861
2:r:0.00138615774872:-360.117717272
8:R:0.00033498172559:-360.165808971
10:R:0.000789753813124:-361.02068792
9:R:0.000692002572342:-360.80764913
12:R:0.000652651079066:-360.497079123
11:R:0.000169765094499:-358.826154318
13:R:0.000239030613365:-359.248082276
15:R:0.0014027593204:-361.222110656
14:R:0.000614002393087:-358.775817526
9:r:0.00219219114982:-358.702163024
8:r:0.00246605532034:-360.320213456
10:r:0.00347434876838:-359.722312993
13:r:0.000979446525856:-360.554082469
12:r:0.00339574808808:-360.430593753
11:r:0.00268789992277:-360.978710409
15:r:0.00195634649308:-359.23118397
14:r:0.00107785918583:-360.154381736
16:R:0.000890385870001:-359.698462348
18:R:0.000714045757653:-360.946883404
19:R:0.000445713087442:-361.308225896
17:R:0.000573572185742:-361.331279109
20:R:0.000371903483806:-358.652306414
21:R:0.000621753275522:-359.1249951
22:R:0.000986823334281:-361.14136139
23:R:0.000549130890772:-359.817160016
16:r:0.00171411167409:-359.24495975
17:r:0.000853080237492:-359.942429152
19:r:0.00107684002144:-359.525578017
20:r:0.00361087612491:-359.134310416
18:r:0.00329947347845:-358.842945785
22:r:0.00106668133364:-361.411769145
21:r:0.00117995609957:-359.130682364
23:r:0.00144197994955:-360.278327612
24:R:0.000899209244388:-360.64026628
25:R:0.00129856703711:-360.262833619
26:R:0.000565674550645:-358.896727086
27:R:0.000613076738851:-360.830967423
30:R:0.000517779990342:-359.079958941
28:R:0.000812040265648:-358.868826357
29:R:0.000694836423977:-360.83127475
31:R:0.000713586902536:-358.983514843
24:r:0.00202541609599:-360.779870604
25:r:0.00449837310771:-358.846935797
27:r:0.000943118739675:-360.020621118
30:r:0.00225464176814:-358.527386448
26:r:0.00105405165685:-361.153487641
28:r:0.000976453390309:-359.27820146
29:r:0.000633422149763:-361.323552544
31:r:0.000713088474228:-359.954127409
32:R:0.00102761344939:-360.860945386
33:R:0.00037171673523:-360.253746174
35:R:0.000344571384707:-358.765853335
34:R:0.000836348096801:-358.736180272
37:R:0.000711578632173:-359.984069509
36:R:0.00109736566271:-361.13260215
38:R:0.00142138718374:-359.823975305
39:R:0.000817510040044:-360.566247265
32:r:0.00242818031804:-360.243661755
33:r:0.0007203644513:-359.867761777
35:r:0.00081356625266:-360.315285796
36:r:0.0013699077041:-359.527850258
34:r:0.00196913804328:-359.529611586
37:r:0.00152398467107:-359.784338342
38:r:0.000865781228873:-359.427293735
39:r:0.000900881070848:-360.800583336
40:R:0.000571240434103:-360.800486946
41:R:0.000132923899274:-359.701533142
42:R:0.000479582120223:-359.672819768
44:R:0.000622696014832:-360.469125458
43:R:0.000937915363317:-361.370268521
45:R:0.00044387605314:-359.041901434
46:R:0.00139866714353:-361.303571531
47:R:25.5937859292:-664.78424446
40:r:0.00225759841595:-359.216685072
41:r:0.00151318991451:-359.738981847
42:r:0.00230600802162:-358.902002116
43:r:0.000783344597986:-361.175542182
44:r:0.00159327279714:-358.617366014
45:r:0.0015668858529:-360.409260054
46:r:0.00209312240503:-360.639854603
47:r:1.95511451829:-363.806611221
