1:R:0.149349337317:-0.0944221619299
6:R:0.129765114588:-0.321451476692
3:R:0.139580927563:-0.191047562292
2:R:0.144137270951:-0.143985059813
5:R:0.131839717535:-0.286344930424
4:R:0.134009648312:-0.250703129277
7:R:0.128792877865:-0.351302861005
0:R:0.0306368337211:-1.38386704859
6:r:0.117933598765:-0.430906449543
4:r:0.127705788193:-0.288093020619
1:r:0.992648383182:0.964269247291
3:r:0.148662526751:-0.112908328135
5:r:0.121190674973:-0.372125679419
2:r:0.212737733923:0.205929737356
7:r:0.117602516328:-0.457472264767
0:r:8.71235355293:-1.52684735297
8:R:0.128048766201:-0.378173619321
13:R:0.124866993198:5.74115932407
9:R:0.127436115891:-0.403843770328
11:R:0.125802320522:-0.474219225148
14:R:0.124744580681:5.70339230362
12:R:0.125205466603:5.77511710397
15:R:0.00360206956768:20.4434639348
10:R:0.12664256859:-0.436799582004
8:r:0.117910598275:-0.478412211859
9:r:0.117414061277:-0.512430736265
13:r:0.0256781049767:3.58549109572
11:r:0.11746324279:5.71651731306
14:r:0.117765333434:-6.92864429571
12:r:0.117605499518:5.69005963138
15:r:0.117729978914:-13.2396644095
10:r:0.117505127309:-0.540635259006
18:R:0.125093169203:5.56452999444
17:R:0.124949534321:18.1647319515
19:R:0.1250458461:5.52913746021
16:R:0.00413249454708:20.7296666125
20:R:0.124823685934:5.49536228849
21:R:0.124702662871:5.46123150485
22:R:0.124509375262:5.41851782005
23:R:0.124486235324:5.37551480215
19:r:0.0224220363846:3.30857899083
18:r:0.117728056773:-13.334145663
17:r:0.117683299312:-19.586250395
21:r:0.117177123846:5.42244501852
20:r:0.11724800341:18.0226660309
16:r:0.117746587743:-6.98993225431
22:r:0.1172222529:5.38856626289
23:r:0.117333362574:5.35689683153
25:R:0.124750286098:5.29073612205
24:R:0.124664813948:5.33450619393
26:R:0.124774033068:5.2445909912
28:R:0.125101766383:5.13577407485
27:R:0.125060048064:5.19032556328
29:R:0.0274268632782:2.81906748469
30:R:0.125261161631:30.1588622248
31:R:0.00603851699074:4.53231401734
25:r:0.117224617112:5.28559484971
26:r:0.116920926438:11.5376116551
24:r:0.117204847229:5.32619799704
28:r:0.0150500191672:8.32997942254
29:r:0.117169319514:-19.9999513548
27:r:0.117077065305:49.1952643363
30:r:0.116983961031:-1.20588325747
31:r:0.116797190926:-7.54139072018
32:R:0.124967106918:17.4644773708
33:R:0.124944486682:11.1134071019
34:R:0.124937037708:7.89785998211
36:R:0.124957687709:1.46604499744
35:R:0.125012987832:7.82430749845
37:R:0.125117701626:1.39103502286
38:R:0.125301425527:1.30551358413
39:R:0.125141208426:1.22097881413
32:r:0.117027201664:-7.60369029595
33:r:0.116821246996:-7.66222496957
36:r:181.212038476:-1.61228202527
34:r:0.116960080615:-7.72489655459
35:r:364.405313162:-4.74378010442
37:r:0.117150491004:-4.83203733812
38:r:0.117368595442:-11.1972367582
39:r:0.117243196153:-5.0027378869
40:R:0.124771818817:26.260126325
41:R:0.12439700254:1.03186357086
42:R:0.124114484983:7.21826996874
44:R:0.124099533982:0.719657107142
43:R:0.123897439586:7.11180654709
45:R:0.124731593658:0.604330787403
46:R:0.124742877353:0.487061181213
47:R:0.124666202779:0.358462879369
40:r:0.117112396015:-5.1022518379
41:r:0.116961688226:-5.20108190286
42:r:0.116919070664:-11.5858866116
44:r:0.116917557289:-2.38004623337
43:r:0.116744510909:-5.41028321659
45:r:0.117001373669:0.648445005972
46:r:0.117074709934:0.535402052226
47:r:0.116855538358:0.415216253053
48:R:0.12421556106:0.228876068805
50:R:0.124475723233:-6.33943987631
49:R:0.124152878788:0.0946148952701
51:R:0.124730642279:-6.49070161509
52:R:0.124721903086:-0.366586153754
53:R:0.124604126115:-13.1016632926
54:R:0.124671369998:-25.8478192601
55:R:0.124871500567:-0.900723000928
48:r:0.116961543377:0.283401432608
49:r:0.116767306537:0.154917919238
50:r:0.117187955848:0.0132665017718
51:r:0.116803007895:-0.135383021524
52:r:0.116971635264:-0.304373286692
53:r:0.116926197089:-0.490189855422
54:r:0.116813983735:2.45162710394
55:r:0.116561831894:2.24399117306
56:R:0.124123114786:-1.09046691751
57:R:0.124412798564:-7.58393225961
58:R:0.12446514043:-161.734990695
60:R:0.0275685289588:-2.77940600423
61:R:0.0269446225795:-2.99998137081
59:R:0.0298444471391:-5.65492867336
62:R:0.124025995211:-5.59521832645
63:R:0.12337358083:-5.8608388921
56:r:0.116318116265:2.02170783441
57:r:0.116340977584:4.93955823989
58:r:0.116508839243:1.5754516721
60:r:0.116635892243:1.1649344999
61:r:0.116829707706:0.954785158692
59:r:0.115703549208:1.36990781978
62:r:0.116874064579:0.72151622181
63:r:0.116672946286:0.476559417363
64:R:0.12373653069:0.142257239962
65:R:0.124272518016:-0.146430798461
66:R:0.123953131015:18.391048125
69:R:0.00849692263885:28.6914145156
67:R:0.123666499473:62.0501673835
68:R:0.027014878642:2.93153659678
70:R:0.0261299352419:5.30958885627
71:R:0.00866256010558:-747.872174209
64:r:0.117074999904:0.209524145535
65:r:0.117267205289:-0.0846419462278
66:r:0.117358166978:-0.41189899315
69:r:0.115686228058:-1.51639023573
68:r:0.117119695565:-1.15163029232
67:r:0.117629578509:-0.773634715519
70:r:0.113430351516:-1.84703406464
71:r:0.115842531782:0.905349085191
72:R:0.123407056336:0.486444856813
73:R:0.122794710972:0.0562875692831
74:R:0.123204399133:-0.391364843264
77:R:0.0153226465074:-14.5112817883
75:R:0.122030233337:-44.8372594028
76:R:0.122050668856:-1.34134371301
78:R:0.120919126386:0.748112015673
79:R:0.121061390816:6.47609179557
72:r:0.115689515396:0.492542013288
74:r:0.115967585934:-0.397370094251
73:r:0.115769350188:0.0508006543413
77:r:0.115189682512:1.32455973486
76:r:0.116257620252:1.80750143828
75:r:0.11586784094:2.26526724841
78:r:0.115431365086:0.827285886838
79:r:0.114800629554:0.317611426788
80:R:0.0262483146406:9.90346594802
81:R:0.120790525835:61.8001033555
82:R:0.120275699294:1.46328664594
83:R:0.0119717073205:-14.2671278299
84:R:0.11925215018:0.06939792128
85:R:0.118674918021:-0.694394293702
86:R:0.118385814275:-1.46413646084
87:R:0.11690723386:-5.43567221985
80:r:0.113817520513:-0.217630096869
81:r:0.117522331308:-0.865183587841
82:r:0.120215159927:-1.61685805609
85:r:0.108947991382:2.21815158932
83:r:0.122438137861:0.616210454024
84:r:0.115485243467:-0.225151691488
86:r:0.109699380672:4.64157036071
87:r:0.108502993054:0.719315644817
88:R:0.116294369343:-6.28052061501
90:R:0.115147984453:1.29610632938
89:R:0.117213077966:5.39674695735
93:R:0.112352242339:-74.0651188404
92:R:0.112174858125:-0.724236345509
91:R:0.114036603664:25.4256519538
94:R:0.110098526265:0.194690266572
95:R:0.0138400994933:14.8464648768
88:r:0.109549573369:-0.0989596783994
90:r:0.10800944078:-1.88745395075
89:r:0.108961286474:-0.95364916742
93:r:0.104052192427:1.28150398008
92:r:0.104290226407:2.39530512017
91:r:0.106154328473:0.262160812917
94:r:0.103621917357:0.17029790821
95:r:0.104015433859:-0.996207714632
96:R:0.108218320772:19.7537611392
98:R:0.106094782521:152.168051573
97:R:0.107644831227:-25.5349164381
99:R:0.10398151687:-0.0512211584687
102:R:0.0224093052774:-5.67314081474
100:R:0.102103044409:152.392825912
101:R:0.0992909961808:0.0117658650444
103:R:0.0949871001021:50.0217610291
96:r:0.100186736958:-2.21700419324
98:r:0.0969354538819:-4.89484689314
97:r:0.0999804695171:5.8720161236
99:r:0.0951637488304:-0.0606820527724
100:r:0.0950431138342:-10.8713851351
102:r:0.090199754018:1.50758700753
101:r:0.0924288447257:0.0314716949789
103:r:0.0887815419764:-0.207606506995
104:R:0.0941877049253:1.1005164972
105:R:0.0900974602885:-82.5093106442
106:R:0.0886113024886:6.62685324867
108:R:0.0815283493179:-0.802749049182
107:R:0.0842489783862:51.6955660685
109:R:0.0781732096188:0.0394686335313
110:R:0.0137222942005:-9.45143086572
111:R:0.0695174798517:-48.838162518
104:r:0.0177205011381:-9.08162413152
105:r:0.0818650657649:2.41384300879
106:r:0.0811176232434:0.431940938752
108:r:0.0746306597038:-0.742781287696
107:r:0.0779121291248:-1.67770948254
110:r:0.0676349808155:0.844118632417
109:r:0.0703565673563:0.118223103561
111:r:0.0625432474241:1.49348986878
112:R:0.0667606121827:5.07258803423
114:R:0.0571347988345:-0.54111626791
113:R:0.0621663855283:-0.818583603144
115:R:0.0522218357922:5.84101265454
116:R:0.0462113493675:-6.75509050415
117:R:0.040912391938:-0.642050490163
118:R:0.0347430422238:-0.94306554138
119:R:0.0283069544683:7.98784276577
112:r:0.0594727491049:-13.6859300981
114:r:0.0494231945909:-12.9899329334
113:r:0.0543885785969:2.48941335361
115:r:0.0431915986782:-0.317619875342
116:r:0.0397845828962:-0.280976770721
117:r:0.0354700762013:-0.34939274054
118:r:0.0282967136244:-0.630266591087
119:r:0.0254395107088:2.51554669344
120:R:0.0225487349641:0.990456470268
121:R:0.0156349257208:0.163759646697
122:R:0.00864565100027:-7.30946732282
123:R:0.00145782882392:0.787348206995
124:R:0.00541125189208:93.755994245
125:R:0.0125882498336:-5.51352570413
126:R:0.0196513424433:-7.31588898652
127:R:0.0257922359178:-0.111070675003
120:r:0.025272165083:0.761956637262
122:r:0.00744621632741:-1.40709497429
121:r:0.0137452676545:-0.0779133971474
123:r:6.28430624025:-4.6751704093
124:r:0.00505714962601:0.218521878146
125:r:0.0110324552821:1.48600838237
126:r:0.0209128739628:-0.701915576855
127:r:0.0172470852887:-0.407122753508
128:R:0.00729630849765:-3.43881643531
129:R:0.0373461224947:13.5885439397
130:R:0.0417479527847:-181.045082122
132:R:0.044921147149:19.3863842155
131:R:0.0440735081511:1.02662518615
133:R:0.0422149932496:-12.8390544712
134:R:0.037626573591:-45.4935516699
135:R:0.02935313939:0.151188333189
128:r:0.0215240001305:0.876888283049
130:r:0.0284741939321:4.7723661952
129:r:0.0246106294425:-1.58387975381
132:r:0.0306822521854:1.31339831857
131:r:0.0307018889892:1.59261326405
133:r:0.0305923355791:0.812349613585
134:r:0.00688527008616:-4.29843375816
135:r:0.0254333017387:-1.50210718887
136:R:0.0193331162923:-23.7602344894
137:R:0.00978310055674:2.36290465727
138:R:0.000498137516033:-1.13173881362
139:R:0.00791574974906:-0.380883613519
140:R:0.0130858552922:-0.740502244822
141:R:0.0166373293629:-7.7087924607
142:R:0.0166944393477:0.582862954242
143:R:0.0168422030255:-1.33168111136
136:r:0.024515231658:0.281145236966
137:r:0.0153003632938:0.385016821061
138:r:2.50647586974:-4.69454783918
139:r:0.0478056254502:-1.69866730509
140:r:0.179639620306:-1.19743740179
141:r:0.0562292276869:0.893416000389
142:r:0.0319033044336:-0.342583906751
143:r:0.0195174999111:-1.80037361173
144:R:0.0145156191523:-0.481928707322
145:R:0.00898318898377:-0.311532309786
146:R:0.0036803270002:-0.382915042744
147:R:0.00148486652998:1.94455260305
148:R:0.00675184841669:-0.191977249523
149:R:0.00833796963096:-11.4603836945
144:r:0.0121087712423:-0.761870547165
145:r:0.00534184693457:-2.24890585369
146:r:0.00494979869646:-0.376272155266
147:r:0.00211849347806:0.984112218661
148:r:0.00716355514951:-0.463884601209
149:r:0.00668884350235:-0.842554034938
