        0.15       5.4682         5.45      5.06111     0.723862     0.741113      1.82142     0.860901         7500        10000  
        0.05      5.51283      5.35755      6.57917     0.720245     0.714842      2.05022     0.773375         7500        10000  
         0.1      5.50826      5.27547      5.34792     0.728848      0.73066      1.86808     0.821857         7500        10000  
         0.4      5.42062      5.50472       5.0567     0.716567     0.723689      1.85332      1.09099         7500        10000  
         0.5       5.4186      5.40094      5.09339     0.722853     0.729547      1.79336      1.16315         7500        10000  
         0.3      5.43776      5.38491      4.90828      0.72925     0.724069      1.77353     0.984965         7500        10000  
        0.45      5.38534      5.34906      4.92615     0.726581     0.732419      1.77432      1.11476         7500        10000  
         0.6      5.31082      5.36887      4.71959     0.742811     0.728017      1.76379      1.24287         7500        10000  
        0.55       5.3367      5.35094       4.7297     0.738972     0.740011      1.78116      1.20903         7500        10000  
        0.25      5.40468      5.40755      5.35702     0.729824     0.724364      1.87035     0.962747         7500        10000  
         0.2      5.41933      5.35849      5.46907     0.728588     0.725668      1.93963     0.926831         7500        10000  
        0.65      5.32663       5.3566      4.52603     0.723035     0.725447      1.75781      1.27593         7500        10000  
         0.7      5.39172      5.40943      4.58525     0.719155     0.736087       1.7058       1.2891         7500        10000  
        0.75      5.34545      5.43396      4.53003     0.726853     0.713354      1.73369      1.34389         7500        10000  
        0.85      5.40694      5.39245      4.47427     0.725519     0.719159        1.715      1.41534         7500        10000  
        0.35      5.44952      5.44811       5.1284      0.72681      0.73106      1.78464      1.03058         7500        10000  
         0.8      5.32708          5.4      4.40928     0.721185     0.714861       1.7681      1.40853         7500        10000  
         0.9      5.52083      5.29906      4.42592     0.725123     0.734755      1.74013      1.47693         7500        10000  
        0.05      5.51283      5.35755      6.57917     0.720245     0.714842      2.05022     0.773375         7500        10000  
         0.1      5.50826      5.27547      5.34792     0.728848      0.73066      1.86808     0.821857         7500        10000  
        0.25      5.40468      5.40755      5.35702     0.729824     0.724364      1.87035     0.962747         7500        10000  
         0.3      5.43776      5.38491      4.90828      0.72925     0.724069      1.77353     0.984965         7500        10000  
        0.15       5.4682         5.45      5.06111     0.723862     0.741113      1.82142     0.860901         7500        10000  
        0.45      5.38534      5.34906      4.92615     0.726581     0.732419      1.77432      1.11476         7500        10000  
         0.5       5.4186      5.40094      5.09339     0.722853     0.729547      1.79336      1.16315         7500        10000  
        0.35      5.44952      5.44811       5.1284      0.72681      0.73106      1.78464      1.03058         7500        10000  
        0.85      5.40694      5.39245      4.47427     0.725519     0.719159        1.715      1.41534         7500        10000  
         0.4      5.42062      5.50472       5.0567     0.716567     0.723689      1.85332      1.09099         7500        10000  
        0.75      5.34545      5.43396      4.53003     0.726853     0.713354      1.73369      1.34389         7500        10000  
         0.8      5.32708          5.4      4.40928     0.721185     0.714861       1.7681      1.40853         7500        10000  
         0.7      5.39172      5.40943      4.58525     0.719155     0.736087       1.7058       1.2891         7500        10000  
        0.65      5.32663       5.3566      4.52603     0.723035     0.725447      1.75781      1.27593         7500        10000  
         0.2      5.41933      5.35849      5.46907     0.728588     0.725668      1.93963     0.926831         7500        10000  
        0.55       5.3367      5.35094       4.7297     0.738972     0.740011      1.78116      1.20903         7500        10000  
         0.6      5.31082      5.36887      4.71959     0.742811     0.728017      1.76379      1.24287         7500        10000  
         0.9      5.52083      5.29906      4.42592     0.725123     0.734755      1.74013      1.47693         7500        10000  
         0.8     0.222917     0.172642     0.588918     0.338617     0.213099      0.82933     0.695449         7500        10000  
         0.9     0.233333     0.210377     0.593807     0.440319     0.339652     0.818677      0.73831         7500        10000  
        0.85       0.2125     0.220755     0.586165     0.324911     0.284069     0.821146     0.702198         7500        10000  
        0.65     0.200592      0.19434     0.587302     0.322287     0.254281     0.835306     0.651923         7500        10000  
         0.4      0.18866     0.209434     0.562887     0.275569     0.362992     0.866744      0.55029         7500        10000  
        0.35          0.2     0.216981     0.595858     0.312515     0.308111     0.803394     0.504045         7500        10000  
        0.45     0.192857     0.200943     0.601376     0.285558     0.260539     0.841746     0.551549         7500        10000  
         0.5     0.216942     0.198113     0.607851     0.321063     0.289505     0.843385     0.582678         7500        10000  
         0.6     0.205155     0.208491      0.59622     0.360323     0.276545     0.825619     0.627495         7500        10000  
         0.7     0.222069     0.188679     0.585251     0.298926     0.326637     0.805653     0.651968         7500        10000  
        0.55     0.212844     0.191509     0.589098     0.336582     0.327401     0.819468     0.613354         7500        10000  
        0.75     0.212397     0.219811     0.576033     0.283595     0.417737     0.845273     0.698602         7500        10000  
        0.05     0.192391     0.200943     0.508333     0.290365      0.31511     0.713438     0.321341         7500        10000  
         0.1     0.191055      0.19434       0.5125     0.330524     0.354948     0.740581     0.387976         7500        10000  
