#      rate      |    C_m    |     g      |     g_1     |    tau_1    |  V_dist1   |  V_dist2   | 
# ------------------------------------------------------------------------------------------------------------------
       65000          250           25           80           90         8.25            0  
       65000          250           25           80           90          8.5            0  
       65000          250           25           80           90         8.75            0  
       65000          250           25           80           90            9            0  
       65000          250           25           70           80         5.25        0.025  
       65000          250           25           60           70            6        0.025  
       65000          250           25           60           70         5.75        0.025  
       65000          250           25           70           80            5        0.025  
       65000          250           25           70           80          5.5        0.025  
       65000          250           25           60           70          5.5        0.025  
       65000          250           25           60           70         5.25        0.025  
       65000          250           25           80           90         4.75        0.025  
       65000          250           25           80           90            5        0.025  
       65000          250           25           70           80         4.75        0.025  
       65000          250           25           80           90         5.25        0.025  
       65000          250           25           60           70            5        0.025  
       65000          250           25           70           80          4.5        0.025  
       65000          250           25           60           70         4.75        0.025  
       65000          250           25           60           70          4.5        0.025  
       65000          250           25           70           80         4.25        0.025  
       65000          250           25           60           70         4.25        0.025  
       65000          250           25           70           80            4        0.025  
       65000          250           25           60           70            4        0.025  
       65000          250           25           80           90          4.5        0.025  
       65000          250           25           80           90         4.25        0.025  
       65000          250           25           80           90            4        0.025  
       65000          250           25           70           80         5.25         0.05  
       65000          250           25           60           70            6         0.05  
       65000          250           25           60           70         5.75         0.05  
       65000          250           25           70           80          5.5         0.05  
       65000          250           25           70           80            5         0.05  
       65000          250           25           60           70          5.5         0.05  
       65000          250           25           80           90         4.75         0.05  
       65000          250           25           80           90            5         0.05  
       65000          250           25           80           90         5.25         0.05  
       65000          250           25           60           70         5.25         0.05  
       65000          250           25           70           80         4.75         0.05  
       65000          250           25           60           70            5         0.05  
       65000          250           25           70           80          4.5         0.05  
       65000          250           25           60           70         4.75         0.05  
       65000          250           25           60           70          4.5         0.05  
       65000          250           25           70           80         4.25         0.05  
       65000          250           25           80           90          4.5         0.05  
       65000          250           25           60           70         4.25         0.05  
       65000          250           25           70           80            4         0.05  
       65000          250           25           80           90         4.25         0.05  
       65000          250           25           70           80         5.25        0.075  
       65000          250           25           60           70            4         0.05  
       65000          250           25           60           70            6        0.075  
       65000          250           25           60           70         5.75        0.075  
       65000          250           25           80           90            4         0.05  
       65000          250           25           70           80          5.5        0.075  
       65000          250           25           70           80            5        0.075  
       65000          250           25           60           70          5.5        0.075  
       65000          250           25           80           90            5        0.075  
       65000          250           25           80           90         4.75        0.075  
       65000          250           25           60           70         5.25        0.075  
       65000          250           25           70           80         4.75        0.075  
       65000          250           25           60           70            5        0.075  
       65000          250           25           70           80          4.5        0.075  
       65000          250           25           60           70         4.75        0.075  
       65000          250           25           80           90          4.5        0.075  
       65000          250           25           70           80         5.25          0.1  
       65000          250           25           60           70         5.75          0.1  
       65000          250           25           70           80          5.5          0.1  
       65000          250           25           70           80            5          0.1  
       65000          250           25           60           70          5.5          0.1  
       65000          250           25           60           70          4.5        0.075  
       65000          250           25           70           80         4.25        0.075  
       65000          250           25           60           70         4.25        0.075  
       65000          250           25           70           80            4        0.075  
       65000          250           25           80           90         4.25        0.075  
       65000          250           25           80           90            5          0.1  
       65000          250           25           80           90         4.75          0.1  
       65000          250           25           80           90            4        0.075  
       65000          250           25           60           70            4        0.075  
       65000          250           25           60           70         5.25          0.1  
       65000          250           25           70           80         5.25        0.125  
       65000          250           25           70           80         4.75          0.1  
       65000          250           25           60           70         5.75        0.125  
       65000          250           25           70           80          5.5        0.125  
       65000          250           25           80           90          4.5          0.1  
       65000          250           25           70           80            5        0.125  
       65000          250           25           60           70          5.5        0.125  
       65000          250           25           60           70            5          0.1  
       65000          250           25           70           80          4.5          0.1  
       65000          250           25           60           70         4.75          0.1  
       65000          250           25           80           90            5        0.125  
       65000          250           25           80           90         4.75        0.125  
       65000          250           25           60           70          4.5          0.1  
       65000          250           25           70           80         4.25          0.1  
       65000          250           25           80           90         4.25          0.1  
       65000          250           25           60           70         4.25          0.1  
       65000          250           25           70           80            4          0.1  
       65000          250           25           80           90            4          0.1  
       65000          250           25           60           70         5.25        0.125  
       65000          250           25           60           70            4          0.1  
       65000          250           25           70           80         5.25         0.15  
       65000          250           25           60           70         5.75         0.15  
       65000          250           25           70           80          5.5         0.15  
       65000          250           25           80           90          4.5        0.125  
       65000          250           25           70           80            5         0.15  
       65000          250           25           60           70          5.5         0.15  
       65000          250           25           70           80         4.75        0.125  
       65000          250           25           80           90            5         0.15  
       65000          250           25           80           90         4.75         0.15  
       65000          250           25           60           70            5        0.125  
       65000          250           25           70           80          4.5        0.125  
       65000          250           25           60           70         4.75        0.125  
       65000          250           25           80           90         4.25        0.125  
