         330         82.5         72.5          100            9           16      207.815      112.521           14      95.6837            3
         330         82.5           85          110            9           16      191.497      114.422           14      52.9906            3
         330         67.5           75      94.4444          9.5         15.5      182.615      117.059           14      74.7815            3
         330         37.5           45           54         11.5         13.5      142.796      117.415           14       76.798            3
         330           40           40        51.25         11.5         13.5      141.779      121.458           14      67.1207            3
         330         42.5         47.5      58.8235           11           14      158.437      124.478           14      93.0433            3
         330           40           30        41.25          6.5         13.5      144.231       129.44           14      42.6866            3
         330           50         47.5           63         10.5         14.5       173.25      132.326           14      104.703            3
         330         67.5         62.5      84.4444          9.5         15.5       206.34        133.4           14      122.338            3
         330         52.5           45      61.4286         10.5         14.5      166.239      135.225           14      75.4174            3
         200         42.5           50      103.529          5.5         14.5      211.554      107.522           14      84.2184            3
         200         42.5           50      103.529         11.5         13.5      206.884      109.754           14      95.9971            3
         200           25         17.5           40         10.5          9.5      143.127      120.392           14      62.6178            3
         200           45         47.5      102.222          5.5         14.5      186.329      123.763           14       63.926            3
         200           45           35      82.2222            6           14       208.54       124.87           14      96.3972            3
         200         27.5           20      46.3636          9.5         10.5      157.473      125.063           14      77.5019            3
         200         57.5         52.5      117.391         10.5         14.5      198.528      126.201           14      62.1809            3
         200         22.5         27.5      54.4444          9.5         10.5      162.819      128.665           14      82.6172            3
         200         47.5         52.5      111.053            5           15      281.908      133.841           14      168.075            3
         200         47.5           40      91.0526          5.5         14.5      251.115      135.626           14      144.256            3
         210           45           45      93.3333          5.5         14.5      211.648      111.743           14      93.0461            3
         210           40         42.5        86.25            6           14      199.977      118.166           14      88.7275            3
         210         42.5         47.5      94.7059         11.5         13.5      205.154      119.692           14       103.47            3
         210           25           20           42           10           10      145.418      120.969           14      66.9252            3
         210           30           20           45            9           11      154.874       124.32           14      72.3571            3
         210         27.5         22.5      48.1818            9           11      166.753       126.79           14      93.8544            3
         210           50           55          111            5           15      144.276       129.66           14      84.9187            3
         210         37.5           45           88            6           14      227.844      131.401           14      130.257            3
         210         42.5         47.5      94.7059          5.5         14.5      244.342      131.753           14      141.229            3
         210         57.5           50      108.261         10.5         14.5      195.158      131.827           14      67.9939            3
         220         47.5           55      103.158            5           15      189.735      116.519           14      55.0079            3
         220           25         22.5           44          9.5         10.5      149.008      120.167           14      75.9395            3
         220         47.5           55      103.158           11           14      186.905      121.783           14      58.8674            3
         220           30         22.5      46.6667          8.5         11.5      168.359      126.953           14      95.9087            3
         220         47.5           40      83.1579          5.5         14.5      217.347      127.211           14      110.204            3
         220           50         52.5          102            5           15        166.4      128.393           14      77.6187            3
         220           25           30           54          8.5         11.5      173.322      130.254           14      100.219            3
         220           45           35      74.4444            6           14      186.705       130.74           14      76.1225            3
         220           50           45           92           11           14      190.146      131.202           14      68.4258            3
         220         22.5         27.5      48.8889          9.5         10.5      151.624      131.255           14      55.7126            3
         230         62.5         62.5        118.4           10           15      229.314      105.281           14       98.515            3
         230           55         52.5      100.909         10.5         14.5      206.157      119.326           14      86.6099            3
         230           55           60      110.909         10.5         14.5      168.038      131.234           14      76.3659            3
         230           40         42.5        78.75            6           14      181.455      131.243           14      75.9041            3
         230           65           60      117.692           10           15      169.474      133.738           14      78.4208            3
         230         37.5         37.5      70.6667          6.5         13.5      177.227      133.802           14      75.0306            3
         230         52.5         47.5      91.9048            5           15      175.156      134.188           14       75.857            3
         230           30         32.5      58.3333          7.5         12.5      184.915      134.899           14      108.444            3
         230         62.5           55        108.4           10           15      262.983      139.993           14      159.989            3
         230           30           25      48.3333          8.5         11.5       157.26      141.126           14      52.2116            3
         240         62.5           60        109.2           10           15      213.267      114.141           14      81.8121            3
         240         62.5         67.5        119.2           10           15      182.233      121.255           14      62.0453            3
         240         47.5           40      75.2632          5.5         14.5      193.311      127.037           14      85.7818            3
         240         47.5         47.5      85.2632           11           14      198.894      129.022           14      102.821            3
         240           55         57.5      101.818         10.5         14.5      169.147      137.006           14      81.9833            3
         240         47.5           55      95.2632           11           14      166.911      137.599           14      82.0853            3
         240           50         52.5           94            5           15      163.259      137.602           14      88.9014            3
         240         52.5         42.5      82.8571            5           15      237.308      138.836           14      139.434            3
         240           65         57.5      108.462           10           15      172.004      139.796           14      85.3632            3
         240           65           65      118.462           10           15      157.829      141.041           14      91.7822            3
         250         72.5           65      117.241          9.5         15.5      245.048      102.909           14      119.169            3
         250         62.5           55          100           10           15      216.416      114.762           14      101.956            3
         250           60           65      110.833           10           15       237.61      118.618           14      135.279            3
         250         42.5         47.5      79.4118          5.5         14.5      186.526      121.431           14      80.9307            3
         250         37.5           45      73.3333            6           14      177.875      124.961           14      76.6319            3
         250         32.5         27.5      48.4615          7.5         12.5      171.702       128.96           14      99.2588            3
         250           35           40      65.7143          6.5         13.5      172.283      129.818           14      72.8218            3
         250         27.5           35      55.4545          7.5         12.5      175.005      130.173           14      103.676            3
         250         52.5           55      93.8095         10.5         14.5      215.889      130.259           14      123.059            3
         250         32.5           35      58.4615            7           13      174.805      131.148           14      94.1771            3
         260         32.5         22.5           40            8           12      145.171      114.921           14      76.6009            3
         260         72.5           70      117.931          9.5         15.5      206.152      115.453           14      49.6731            3
         260         27.5           30      47.2727            8           12      151.477      121.392           14      78.6418            3
         260           55         47.5      83.6364         10.5         14.5      188.804      130.732           14      83.8587            3
         260         62.5           60        100.8           10           15      185.123      132.073           14      70.6242            3
         260         42.5         42.5      70.5882         11.5         13.5      170.788      132.392           14        74.66            3
         260         42.5           35      60.5882            6           14      189.567      133.385           14      106.447            3
         260         32.5           30           50          7.5         12.5       155.71       134.24           14      51.5027            3
         260         47.5         37.5      67.3684          5.5         14.5      202.083      135.402           14      113.286            3
         260         62.5         67.5        110.8           10           15       153.02      135.552           14       84.543            3
         270           70           75      119.286          9.5         15.5      236.866      98.6518           14      122.318            3
         270           60           65        102.5           10           15      196.425      113.274           14      81.1461            3
         270         72.5           65      108.621          9.5         15.5      199.642      121.963           14      55.7666            3
         270           50         47.5           77            5           15       186.67      123.593           14      78.4697            3
         270         72.5           75      118.621          9.5         15.5      170.407      124.703           14      68.3193            3
         270           35           30      48.5714            7           13      163.743      126.123           14      88.4774            3
         270           30         37.5           55            7           13      166.788      127.124           14      92.6874            3
         270         47.5           50      78.4211            5           15      204.566      127.473           14       106.12            3
         270           45         52.5           80           11           14      182.711      129.995           14      94.4618            3
         270           40           40        63.75            6           14      173.881      131.069           14      75.0884            3
         280           60           60      93.3333           10           15      198.807      116.434           14      95.6217            3
         280         32.5         27.5      43.0769          7.5         12.5      146.215      118.849           14      72.7164            3
         280         72.5           70       109.31          9.5         15.5      171.674      131.745           14      75.0829            3
         280           45         47.5      71.1111           11           14      184.674      134.007           14      112.548            3
         280         52.5         57.5      86.6667         10.5         14.5      172.256       137.39           14      71.1115            3
         280           70         62.5          100          9.5         15.5      244.723      139.858           14      151.042            3
         280           35         32.5           50            7           13      157.795       141.34           14      57.6518            3
         280         62.5         67.5        102.4           10           15       165.64      144.791           14      96.8764            3
         280           75         77.5      118.667          9.5         15.5      171.977      145.652           14       98.086            3
         280           75         67.5      108.667          9.5         15.5      168.381      146.916           14       97.473            3
         290           70           75      110.714          9.5         15.5      193.308      114.245           14      59.5074            3
         290           70           65      100.714          9.5         15.5      217.336      115.322           14      112.257            3
         290         32.5           40      54.6154          6.5         13.5      168.435      127.969           14      94.6063            3
         290           30           35      48.3333            7           13      167.989      128.613           14      98.2423            3
         290           40         37.5        56.25            6           14      174.604      129.024           14      96.9063            3
         290         52.5         52.5       77.619         10.5         14.5      175.181      129.498           14      75.7085            3
         290         52.5         42.5       67.619            5           15      184.233      130.759           14      82.3034            3
         290           50           45           69            5           15      195.905       131.14           14      101.893            3
         290         42.5           35      54.1176         11.5         13.5      163.583      131.172           14       90.456            3
         290           45           50      72.2222           11           14      171.674      131.176           14      83.4857            3
         300           70           70      101.429          9.5         15.5       188.81      120.456           14       62.298            3
         300         82.5           80      118.182            9           16      261.625      130.093           14      158.544            3
         300         37.5           45           60         11.5         13.5      169.974      132.437           14      102.468            3
         300         42.5         37.5      55.2941         11.5         13.5      156.129      132.589           14      61.7222            3
         300           70           60      91.4286          9.5         15.5      218.808      133.334           14      124.214            3
         300         67.5         72.5      102.222          9.5         15.5      234.842      135.093           14      147.056            3
         300         37.5           35           50          6.5         13.5      157.502      138.459           14       55.951            3
         300         72.5         77.5       110.69          9.5         15.5      159.478      140.825           14      92.7204            3
         300         72.5         67.5       100.69          9.5         15.5      167.025      141.121           14      88.6508            3
         300         57.5           60       86.087           10           15      214.989      143.784           14      141.273            3
         310         82.5           85      118.788            9           16      232.869      96.8822           14      116.274            3
         310         57.5           65      86.9565           10           15      186.722      121.273           14      94.0354            3
         310         82.5           75      108.788            9           16      242.012      123.417           14       138.28            3
         310           70           75      102.143          9.5         15.5      168.364      130.339           14      73.7981            3
         310           45         47.5      64.4444           11           14      162.246      130.627           14      72.4334            3
