        0.05      5.48217      5.34151   0.00833333     0.716509     0.704381          NAN     0.714238         2500         5000  
         0.2       5.4268      5.44528   0.00206186      0.70098     0.710676          NAN      0.70306         2500         5000  
         0.4      5.43643      5.33396   0.00103093     0.720711     0.715245          NAN     0.719251         2500         5000  
        0.35      5.39302      5.44528   0.00710059     0.703894     0.711885          NAN     0.705906         2500         5000  
         0.3      5.43127      5.46981   0.00413793       0.7031     0.707678          NAN      0.70419         2500         5000  
        0.25      5.38402      5.43962   0.00165289     0.715602     0.684732          NAN     0.708625         2500         5000  
        0.45      5.35639      5.30755  0.000917431     0.719751     0.691584          NAN     0.711725         2500         5000  
         0.7      5.30345      5.38679   0.00589971     0.720356     0.709777          NAN     0.715888         2500         5000  
         0.5      5.36116      5.19434   0.00578512     0.706157     0.701588          NAN     0.704766         2500         5000  
         0.6      5.25876      5.29623   0.00343643     0.708341     0.714932          NAN      0.71067         2500         5000  
        0.55          5.4      5.48491   0.00225564     0.714776     0.720629          NAN     0.716691         2500         5000  
         0.8      5.37292      5.24151   0.00257732     0.706341      0.72982          NAN     0.718662         2500         5000  
        0.65      5.37396      5.34528   0.00190476     0.705099     0.714604          NAN     0.708763         2500         5000  
        0.75      5.35868      5.35094   0.00165289     0.680766       0.7358          NAN     0.706465         2500         5000  
        0.85      5.27222      5.35472   0.00145631     0.699562     0.732946          NAN     0.719443         2500         5000  
         0.9      5.47917      5.25283   0.00229358      0.71762     0.710987          NAN     0.713054         2500         5000  
        0.05      5.48217      5.34151   0.00833333     0.716509     0.704381          NAN     0.714238         2500         5000  
         0.3      5.43127      5.46981   0.00413793       0.7031     0.707678          NAN      0.70419         2500         5000  
        0.55          5.4      5.48491   0.00225564     0.714776     0.720629          NAN     0.716691         2500         5000  
         0.5      5.36116      5.19434   0.00578512     0.706157     0.701588          NAN     0.704766         2500         5000  
         0.6      5.25876      5.29623   0.00343643     0.708341     0.714932          NAN      0.71067         2500         5000  
        0.65      5.37396      5.34528   0.00190476     0.705099     0.714604          NAN     0.708763         2500         5000  
         0.2       5.4268      5.44528   0.00206186      0.70098     0.710676          NAN      0.70306         2500         5000  
        0.85      5.27222      5.35472   0.00145631     0.699562     0.732946          NAN     0.719443         2500         5000  
        0.25      5.38402      5.43962   0.00165289     0.715602     0.684732          NAN     0.708625         2500         5000  
         0.4      5.43643      5.33396   0.00103093     0.720711     0.715245          NAN     0.719251         2500         5000  
        0.75      5.35868      5.35094   0.00165289     0.680766       0.7358          NAN     0.706465         2500         5000  
        0.45      5.35639      5.30755  0.000917431     0.719751     0.691584          NAN     0.711725         2500         5000  
        0.35      5.39302      5.44528   0.00710059     0.703894     0.711885          NAN     0.705906         2500         5000  
         0.7      5.30345      5.38679   0.00589971     0.720356     0.709777          NAN     0.715888         2500         5000  
         0.8      5.37292      5.24151   0.00257732     0.706341      0.72982          NAN     0.718662         2500         5000  
         0.9      5.47917      5.25283   0.00229358      0.71762     0.710987          NAN     0.713054         2500         5000  
        0.05      5.48391      5.34151     0.391667     0.716612     0.704381     0.494064     0.709748         2500         5000  
        0.25      5.38567      5.43962     0.421488     0.715671     0.684731     0.439044     0.671078         2500         5000  
         0.2      5.42784      5.44717      0.37732      0.70108     0.710849     0.503982     0.685535         2500         5000  
        0.15      5.44709      5.34528     0.411111      0.72137     0.701864     0.316727     0.686011         2500         5000  
        0.65      5.37515      5.34528     0.381587     0.704905     0.714591     0.414486     0.596266         2500         5000  
        0.55      5.40367      5.48491     0.339098     0.715016     0.720686     0.368077     0.621461         2500         5000  
         0.8      5.37292      5.24906     0.385052     0.706342     0.728704     0.403781     0.557133         2500         5000  
         0.7      5.30345      5.38868     0.368142     0.720365     0.710023     0.373313     0.575699         2500         5000  
         0.1      5.45826      5.38302        0.375     0.715495     0.729852     0.228243     0.695049         2500         5000  
         0.6      5.26082      5.29623     0.362199     0.708455     0.714933     0.332309     0.581279         2500         5000  
        0.75      5.36033      5.35472     0.342149     0.681019     0.734893     0.359521     0.559244         2500         5000  
        0.85      5.27222      5.36038     0.362136     0.699562      0.73171     0.360876     0.526314         2500         5000  
        0.35      5.39429      5.44528     0.366864     0.704065      0.71186     0.341202     0.642362         2500         5000  
         0.3      5.43363      5.46981     0.426207     0.702624     0.707635      0.42231     0.660015         2500         5000  
         0.5      5.36364      5.19623     0.379339      0.70635     0.701838     0.400317      0.62399         2500         5000  
        0.45       5.3594      5.30755     0.390826     0.719575     0.691584      0.41953     0.639468         2500         5000  
         0.4       5.4378      5.33585     0.404124     0.720678     0.715455     0.444958     0.661474         2500         5000  
         0.9      5.48333      5.25849     0.371101     0.717029     0.710452     0.409178     0.536113         2500         5000  
        0.05      5.59217      5.33962      126.292     0.712394      0.70433    0.0759487     0.685056         2500         5000  
         0.1      5.64725      5.40755      126.646     0.707265     0.728645    0.0758012     0.659733         2500         5000  
         0.7      5.76966      6.52453      130.955     0.703601     0.658455    0.0725691     0.332914         2500         5000  
        0.25      5.80331      5.56226      127.569     0.697593     0.680485    0.0747869     0.566792         2500         5000  
         0.6      5.81546      6.10755      130.203     0.687154     0.677419    0.0731587     0.383085         2500         5000  
         0.4      5.97526      5.69623       128.76     0.698834     0.691083    0.0738732     0.492296         2500         5000  
        0.15      5.72087      5.37925      126.958     0.712455     0.702316    0.0752109     0.632868         2500         5000  
        0.35      5.88825      5.73585      128.396     0.686162      0.69749    0.0743594     0.512952         2500         5000  
         0.2      5.77113      5.52075      127.297     0.694277     0.710234    0.0754742     0.595576         2500         5000  
         0.3      5.87906      5.63962      128.033     0.687883     0.704008    0.0749177     0.540136         2500         5000  
        0.65       5.8497      6.22642      130.533      0.69021     0.685433    0.0728508     0.359745         2500         5000  
        0.75      5.81157      6.61698      131.271     0.678984     0.693583    0.0723351     0.308364         2500         5000  
         0.8      5.74167      6.71321      131.657     0.689031     0.661423    0.0722649     0.278469         2500         5000  
        0.85      5.55556       6.9566      131.998     0.695934     0.676023    0.0719696     0.256639         2500         5000  
        0.45      5.92331      5.77925      129.091     0.689576     0.678879      0.07398     0.460197         2500         5000  
         0.5      5.89504      5.71887      129.471      0.68515     0.686077     0.073579     0.434469         2500         5000  
        0.55      5.98991      6.01698      129.851     0.697072     0.703425    0.0730877     0.416891         2500         5000  
         0.9      5.69583      7.07547      132.436     0.696362     0.651928    0.0717716     0.226817         2500         5000  
        0.75      5.69752      6.25472      97.1625     0.677631     0.702833     0.104222     0.329366         2500         5000  
         0.7      5.63586       6.2566      96.9227     0.707315      0.67385     0.104723     0.355067         2500         5000  
         0.8      5.65208      6.29057      97.6108     0.699868     0.673052     0.103884     0.303115         2500         5000  
        0.85      5.47778      6.55283      97.9777     0.702412     0.686339     0.103453     0.281268         2500         5000  
         0.9       5.6375      6.61509       98.433     0.699796     0.667281     0.103164     0.253053         2500         5000  
         0.1      5.59495          5.4      92.4167      0.70913     0.729179     0.111904     0.664144         2500         5000  
        0.15      5.65097      5.36604      92.9722     0.713401     0.702011     0.110546     0.637786         2500         5000  
         0.2      5.67887          5.5      93.1216     0.697527     0.709618     0.109965      0.60326         2500         5000  
         0.4      5.83505      5.61509       94.632     0.701691     0.695514     0.107977     0.505692         2500         5000  
        0.25      5.68485      5.52453      93.4116     0.701941     0.682676     0.109772     0.577035         2500         5000  
         0.3      5.75693      5.59245        93.88     0.694536     0.702747     0.109224     0.552164         2500         5000  
        0.05      5.56043      5.33962       91.875     0.713051      0.70433     0.111343     0.687008         2500         5000  
        0.35      5.75683      5.63962      94.2604     0.691281     0.702871      0.10862     0.526466         2500         5000  
